inter_api_access_duration(sec),sequence_length(count),vsession_duration(min),risk,num_unique_apis,source,statusCode,authentification methode
0.518266456704394,0.3243243243243243,0.28538306656633244,2,13,0,7,0
5.3238287182528445,1.8648648648648647,13.182655738371738,1,27,0,9,1
2.558094006389885,0.5067567567567567,2.2795663934592936,2,11,0,5,0
-0.21805588153339867,-0.08108108108108107,-0.2395004982814375,2,9,0,6,0
-0.22712227834916238,0.020270270270270268,-0.24023266692428155,2,13,0,5,0
1.4181963026991258,0.08108108108108107,0.4656999328845411,2,13,0,9,0
-0.19692430751258758,6.648648648648648,0.09082958774837804,2,46,0,7,1
1.481724271442689,-0.06891891891891892,4.260285952531066,2,9,0,5,1
-0.23974920032158467,-0.2635135135135135,-0.2449104110313409,1,2,0,7,1
1.6569767970906861,3.75,8.313246151030121,1,38,0,8,0
0.8807641410691283,1.5202702702702702,2.03062905489231,1,26,0,9,1
-0.0020614278613788556,0.10135135135135134,-0.13752567674754418,2,12,0,7,1
0.7875560701246177,0.34459459459459457,0.496817100205414,2,18,0,9,0
4.125348291663551,2.6554054054054053,14.130448046533385,1,34,0,7,0
-0.17712859478186418,0.020270270270270268,-0.22221318310317476,2,12,0,10,1
0.27707847438317335,5.371621621621621,3.0224735097317414,2,66,0,10,1
0.5640678925109569,0.6689189189189189,0.6258008094531107,2,26,0,9,0
0.8294045887059556,0.42567567567567566,0.623563627488865,2,17,0,4,0
1.334081085288565,0.0,0.2876202485305782,2,13,0,9,0
-0.23721655437019112,0.08108108108108107,-0.2436901299599341,1,18,0,5,1
28.53743882057404,-0.24324324324324323,3.6492505440419776,2,3,0,10,0
1.7562638198095955,2.22972972972973,5.383798734975289,1,36,0,5,0
-0.23733473264930038,-0.2635135135135135,-0.24486973499562734,2,2,0,5,0
-0.011722905598392442,-0.24324324324324323,-0.22953486953161545,2,3,0,8,0
1.5218129354639287,0.9932432432432432,2.298521426101812,2,27,0,10,0
2.265553979840374,2.8175675675675675,8.458622302670381,1,40,0,6,1
-0.07684214326084725,0.24324324324324323,-0.14545750371168825,2,16,0,9,0
73.74949833184439,-0.040540540540540536,21.44859565986699,2,1,0,10,0
-0.24018955797688624,0.5410602910602911,-0.24320201753137138,2,41,0,9,0
0.8828894315506796,2.6959459459459456,3.5042404767231385,2,42,0,9,1
-0.05242154505706484,1.7635135135135134,0.18727246842522727,2,23,0,8,1
0.24618031030195164,2.7972972972972974,1.4338302589029672,1,25,0,4,1
9.760750908668644,0.0,3.1384002115153855,2,6,0,10,0
-0.2392194151647343,-0.24324324324324323,-0.24495108706705446,2,3,0,8,0
-0.22325221656507768,-0.12162162162162161,-0.24153430006711546,2,7,0,9,0
-0.052726022333692765,-0.22297297297297297,-0.2280705322459273,2,4,0,10,0
-0.08977220754855104,-0.2027027027027027,-0.22802985621021377,2,3,0,7,1
-0.13312711949928271,-0.06081081081081081,-0.2159897496390002,2,9,0,10,1
4.834051268375964,1.3783783783783783,9.25400150501332,2,27,0,9,0
-0.22895831317942072,0.08108108108108107,-0.24015131485285443,2,15,0,10,0
-0.22224825490613845,5.655405405405405,-0.12507880981919503,2,62,0,10,0
-0.1534728018694158,1.9662162162162162,-0.025585226463828836,2,43,0,9,0
-0.2388221270479182,3.972972972972973,-0.237792104781468,2,55,0,4,0
0.16443012511636665,0.08108108108108107,-0.07154914682015091,2,12,0,8,0
-0.23939976755855571,-0.24324324324324323,-0.24495108706705446,2,3,0,4,1
0.08998735734541566,0.040540540540540536,-0.11836726392645773,2,14,0,9,0
-0.056275873259261186,9.68918918918919,1.8015416217535438,2,26,0,7,0
33.485127198854336,-0.24324324324324323,2.036893164392198,2,3,0,7,0
0.6533097551883319,0.28378378378378377,0.3394821940653664,2,9,0,5,0
-0.23440761329757875,-0.2027027027027027,-0.24434094653135105,2,5,0,10,1
-0.21180585130387813,-0.12162162162162161,-0.23921576603144257,2,7,0,10,0
3.437077190692128,-0.18693693693693691,4.067806951534504,2,9,0,5,1
0.3784045715724785,-0.10135135135135134,-0.10547296060525942,2,4,0,7,0
-0.24012839122959426,0.0,-0.24495108706705446,2,12,0,7,1
0.3591716063650591,3.628378378378378,2.378083751957534,2,46,0,8,0
0.0397595869799016,0.10135135135135134,-0.11865199617645264,1,15,0,6,0
-0.0036942814816504545,7.398648648648648,1.7831153775753015,2,84,0,5,0
-0.07277992029525047,-0.16216216216216214,-0.21855233988895442,1,6,0,4,1
1.7370831772268431,0.38513513513513514,1.2713294962272976,2,16,0,4,0
-0.23600914255471295,-0.24324324324324323,-0.2447070308527731,1,3,0,10,0
4.432776368055763,0.4054054054054054,3.443836563688503,2,4,0,10,1
-0.13809510653948762,0.2027027027027027,-0.1873538204966544,2,13,0,6,0
-0.2212077000078731,0.6283783783783784,-0.2251825337102646,2,23,0,8,0
0.580429496361589,0.22297297297297297,0.2362870914600663,2,16,0,10,0
0.892996003919046,0.5675675675675675,0.8541153979133194,1,17,0,8,0
0.10396151939973874,0.9527027027027026,0.23644979560292054,2,27,0,5,1
1.9813297562348844,-0.2027027027027027,0.005531940857044073,2,4,0,10,0
-0.23947190851608427,-0.2635135135135135,-0.24499176310276802,2,1,0,8,1
14.806663580610788,-0.16216216216216214,2.130529398604812,2,1,0,9,0
-0.19061219062493825,0.18243243243243243,-0.21810490349610526,1,15,0,7,0
0.3108553859906031,-0.24324324324324323,-0.20773251438914764,2,3,0,7,0
-0.23080297011973458,-0.12162162162162161,-0.2430799894242307,2,7,0,9,0
-0.15240521589376732,3.5270270270270268,0.1297972299619679,2,31,0,6,0
-0.231067486964006,-0.24324324324324323,-0.2443816225670646,1,3,0,5,0
-0.24032201755960095,2.22972972972973,-0.24495108706705446,2,1,0,4,1
13.666930609662412,0.36486486486486486,10.105757692855255,2,23,0,6,0
0.4335404625924132,0.7094594594594594,0.5149179360979479,2,20,0,8,1
0.4785746807701145,7.8040540540540535,6.240639427281417,2,39,0,7,1
0.8160224410844065,0.040540540540540536,0.16001952449714252,2,13,0,6,0
-0.22264852086403888,0.3243243243243243,-0.23262624824584596,2,25,0,6,0
-0.23847997035006643,0.06081081081081081,-0.24425959445992393,2,12,0,5,1
0.21510630011081006,-0.18243243243243243,-0.18336756899672557,2,6,0,8,1
-0.22078740051618492,-0.12162162162162161,-0.24104618763855273,1,7,0,10,1
0.3822731304199481,0.10135135135135134,0.03583558746364579,2,11,0,5,1
0.05239050469070428,1.4594594594594594,0.3293538611726901,2,27,0,10,1
0.05239050469070428,1.4594594594594594,0.3293538611726901,2,27,0,5,1
0.05239050469070428,1.4594594594594594,0.3293538611726901,2,27,0,9,0
29.07944285210587,-0.22297297297297297,2.4000488112428564,2,3,0,6,1
1.8028715410345302,-0.08333333333333331,4.271024425959446,2,7,0,10,0
-0.2403276112584616,-0.040540540540540536,-0.24499176310276802,2,4,0,8,0
